_id,controllerId,instrumentId,name,value,ts,mining,color,category,createdAt,updatedAt
660ecd3f14dbf334f5f80c1c,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,4,1712246079,YUMPAG,#0bb97d,success,2024-04-04T15:54:39.382Z,2024-04-04T15:54:39.382Z
660ecd7d14dbf334f5f81567,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712246141,YUMPAG,#0bb97d,success,2024-04-04T15:55:41.212Z,2024-04-04T15:55:41.212Z
660ecdbb14dbf334f5f81eea,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712246203,YUMPAG,#0bb97d,success,2024-04-04T15:56:43.154Z,2024-04-04T15:56:43.154Z
660ecdf90f8cdffd6fd976c0,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712246265,YUMPAG,#0bb97d,success,2024-04-04T15:57:45.107Z,2024-04-04T15:57:45.107Z
660ece37b56d70abd87283ae,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712246327,YUMPAG,#0bb97d,success,2024-04-04T15:58:47.040Z,2024-04-04T15:58:47.040Z
660ece74bd74d9606ac229e3,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712246388,YUMPAG,#0bb97d,success,2024-04-04T15:59:48.987Z,2024-04-04T15:59:48.987Z
660eceb2bd74d9606ac2337d,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712246450,YUMPAG,#0bb97d,success,2024-04-04T16:00:50.943Z,2024-04-04T16:00:50.943Z
660ecef0bd74d9606ac23d87,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712246512,YUMPAG,#0bb97d,success,2024-04-04T16:01:52.879Z,2024-04-04T16:01:52.879Z
660ecf2ebd74d9606ac2478a,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712246574,YUMPAG,#0bb97d,success,2024-04-04T16:02:54.822Z,2024-04-04T16:02:54.822Z
660ecf6cbd74d9606ac250bf,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712246636,YUMPAG,#0bb97d,success,2024-04-04T16:03:56.764Z,2024-04-04T16:03:56.764Z
660ecfaabd74d9606ac25a63,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712246698,YUMPAG,#0bb97d,success,2024-04-04T16:04:58.719Z,2024-04-04T16:04:58.719Z
660ecfe8bd74d9606ac26475,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712246760,YUMPAG,#0bb97d,success,2024-04-04T16:06:00.668Z,2024-04-04T16:06:00.668Z
660ed026bd74d9606ac26e1b,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712246822,YUMPAG,#0bb97d,success,2024-04-04T16:07:02.606Z,2024-04-04T16:07:02.606Z
660ed064bd74d9606ac27832,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712246884,YUMPAG,#0bb97d,success,2024-04-04T16:08:04.566Z,2024-04-04T16:08:04.566Z
660ed0a2bd74d9606ac28074,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712246946,YUMPAG,#0bb97d,success,2024-04-04T16:09:06.499Z,2024-04-04T16:09:06.499Z
660ed0e0bd74d9606ac28855,6602d6d8b9f866224ef72699,6602d8271667db018ca164dc,CO,3,1712247008,YUMPAG,#0bb97d,success,2024-04-04T16:10:08.430Z,2024-04-04T16:10:08.430Z
